species	family
Lygodium_reticulatum	Lygodiaceae
Lygodium_microphyllum	Lygodiaceae
Lygodium_kerstenii	Lygodiaceae
Lygodium_lanceolatum	Lygodiaceae
Lygodium_micans	Lygodiaceae
Lygodium_volubile	Lygodiaceae
Lygodium_cubense	Lygodiaceae
Lygodium_oligostachyum	Lygodiaceae
Lygodium_smithianum	Lygodiaceae
Lygodium_polystachyum	Lygodiaceae
Lygodium_venustum	Lygodiaceae
Lygodium_japonicum	Lygodiaceae
Lygodium_circinatum	Lygodiaceae
Lygodium_radiatum	Lygodiaceae
Lygodium_salicifolium	Lygodiaceae
Lygodium_flexuosum	Lygodiaceae
Lygodium_heterodoxum	Lygodiaceae
Schizaea_pusilla	Schizaeaceae
Schizaea_pectinata	Schizaeaceae
Schizaea_poeppigiana	Schizaeaceae
Schizaea_stricta	Schizaeaceae
Schizaea_dichotoma	Schizaeaceae
Actinostachys_pennula	Schizaeaceae
Schizaea_subtrijuga	Schizaeaceae
Schizaea_laevigata	Schizaeaceae
Schizaea_confusa	Schizaeaceae
Schizaea_digitata	Schizaeaceae
Anemia_hirta	Anemiaceae
Anemia_dregeana	Anemiaceae
Anemia_radicans	Anemiaceae
Anemia_oblongifolia	Anemiaceae
Anemia_tenella	Anemiaceae
Anemia_hirsuta	Anemiaceae
Anemia_semihirsuta	Anemiaceae
Anemia_jaliscana	Anemiaceae
Anemia_muenchii	Anemiaceae
Anemia_phyllitidis	Anemiaceae
Anemia_underwoodiana	Anemiaceae
Anemia_pastinacaria	Anemiaceae
Anemia_rotundifolia	Anemiaceae
Anemia_tomentosa	Anemiaceae
Anemia_villosa	Anemiaceae
Anemia_angolensis	Anemiaceae
Anemia_myriophylla	Anemiaceae
Anemia_caffrorum	Anemiaceae
Anemia_marginalis	Anemiaceae
Anemia_adiantifolia	Anemiaceae
Anemia_wrightii	Anemiaceae
Anemia_cicutaria	Anemiaceae
Anemia_mexicana	Anemiaceae
Marsilea_botryocarpa	Marsileaceae
Marsilea_macrocarpa	Marsileaceae
Marsilea_aegyptiaca	Marsileaceae
Marsilea_ephippiocarpa	Marsileaceae
Marsilea_farinosa	Marsileaceae
Marsilea_schelpeana	Marsileaceae
Marsilea_vera	Marsileaceae
Marsilea_villifolia	Marsileaceae
Marsilea_ancylopoda	Marsileaceae
Marsilea_mucronata	Marsileaceae
Marsilea_villosa	Marsileaceae
Marsilea_fournieri	Marsileaceae
Marsilea_tenuifolia	Marsileaceae
Marsilea_vestita	Marsileaceae
Marsilea_oligospora	Marsileaceae
Marsilea_macropoda	Marsileaceae
Marsilea_uncinata	Marsileaceae
Marsilea_nashii	Marsileaceae
Marsilea_mollis	Marsileaceae
Marsilea_minuta	Marsileaceae
Marsilea_fadeniana	Marsileaceae
Marsilea_crenata	Marsileaceae
Marsilea_exarata	Marsileaceae
Marsilea_costulifera	Marsileaceae
Marsilea_hirsuta	Marsileaceae
Marsilea_azorica	Marsileaceae
Marsilea_angustifolia	Marsileaceae
Marsilea_drummondii	Marsileaceae
Marsilea_strigosa	Marsileaceae
Marsilea_quadrifolia	Marsileaceae
Marsilea_crenulata	Marsileaceae
Marsilea_gibba	Marsileaceae
Marsilea_capensis	Marsileaceae
Marsilea_distorta	Marsileaceae
Marsilea_coromandelina	Marsileaceae
Marsilea_mutica	Marsileaceae
Marsilea_deflexa	Marsileaceae
Marsilea_crotophora	Marsileaceae
Marsilea_polycarpa	Marsileaceae
