ntips	method	time	treestatsfunction
10	treestats	1.62124633789062e-5	mpd
10	R equivalent	7.48634338378906e-5	mpd
10	treestats	1.50203704833984e-5	mpd
10	R equivalent	7.70092010498047e-5	mpd
10	treestats	1.47819519042969e-5	mpd
10	R equivalent	7.51018524169922e-5	mpd
10	treestats	1.50203704833984e-5	mpd
10	R equivalent	7.48634338378906e-5	mpd
10	treestats	1.50203704833984e-5	mpd
10	R equivalent	7.58171081542969e-5	mpd
10	treestats	1.59740447998047e-5	mpd
10	R equivalent	7.29560852050781e-5	mpd
10	treestats	1.47819519042969e-5	mpd
10	R equivalent	5.81979751586914e-4	psv
10	treestats	5.60283660888672e-5	psv
10	R equivalent	0.00244402885437012	psv
10	treestats	1.19209289550781e-5	psv
10	R equivalent	3.34978103637695e-4	psv
10	treestats	1.00135803222656e-5	psv
10	R equivalent	3.24010848999023e-4	psv
10	treestats	9.05990600585938e-6	psv
10	R equivalent	3.19957733154297e-4	psv
10	treestats	9.05990600585938e-6	psv
10	R equivalent	3.13043594360352e-4	psv
10	treestats	7.86781311035156e-6	psv
10	R equivalent	3.19957733154297e-4	psv
10	treestats	8.10623168945312e-6	psv
10	R equivalent	3.13997268676758e-4	psv
10	treestats	7.86781311035156e-6	psv
10	R equivalent	3.13043594360352e-4	psv
10	treestats	9.05990600585938e-6	psv
10	R equivalent	3.09944152832031e-4	psv
10	treestats	8.10623168945312e-6	psv
10	R equivalent	4.00543212890625e-5	vpd
10	treestats	9.60826873779297e-5	vpd
10	R equivalent	0.00167298316955566	vpd
10	treestats	7.86781311035156e-6	vpd
10	R equivalent	2.31266021728516e-5	vpd
10	treestats	6.91413879394531e-6	vpd
10	R equivalent	2.09808349609375e-5	vpd
10	treestats	6.19888305664062e-6	vpd
10	R equivalent	2.21729278564453e-5	vpd
10	treestats	5.96046447753906e-6	vpd
10	R equivalent	1.9073486328125e-5	vpd
10	treestats	6.19888305664062e-6	vpd
10	R equivalent	2.00271606445312e-5	vpd
10	treestats	5.96046447753906e-6	vpd
10	R equivalent	1.9073486328125e-5	vpd
10	treestats	5.96046447753906e-6	vpd
10	R equivalent	1.9073486328125e-5	vpd
10	treestats	6.19888305664062e-6	vpd
10	R equivalent	1.9073486328125e-5	vpd
10	treestats	5.96046447753906e-6	vpd
10	R equivalent	2.93970108032227e-4	mntd
10	treestats	9.79900360107422e-5	mntd
10	R equivalent	0.00242781639099121	mntd
10	treestats	4.10079956054688e-5	mntd
10	R equivalent	2.57968902587891e-4	mntd
10	treestats	3.50475311279297e-5	mntd
10	R equivalent	2.69889831542969e-4	mntd
10	treestats	3.19480895996094e-5	mntd
10	R equivalent	2.52008438110352e-4	mntd
10	treestats	3.00407409667969e-5	mntd
10	R equivalent	2.50816345214844e-4	mntd
10	treestats	3.00407409667969e-5	mntd
10	R equivalent	2.51054763793945e-4	mntd
10	treestats	3.00407409667969e-5	mntd
10	R equivalent	2.47001647949219e-4	mntd
10	treestats	2.90870666503906e-5	mntd
10	R equivalent	2.58922576904297e-4	mntd
10	treestats	2.78949737548828e-5	mntd
10	R equivalent	2.43902206420898e-4	mntd
10	treestats	3.09944152832031e-5	mntd
10	R equivalent	3.44991683959961e-4	rquartet
10	treestats	8.51154327392578e-5	rquartet
10	R equivalent	3.45945358276367e-4	rquartet
10	treestats	1.31130218505859e-5	rquartet
10	R equivalent	3.17096710205078e-4	rquartet
10	treestats	8.82148742675781e-6	rquartet
10	R equivalent	2.93970108032227e-4	rquartet
10	treestats	9.05990600585938e-6	rquartet
10	R equivalent	2.95877456665039e-4	rquartet
10	treestats	8.10623168945312e-6	rquartet
10	R equivalent	2.8681755065918e-4	rquartet
10	treestats	8.10623168945312e-6	rquartet
10	R equivalent	2.86102294921875e-4	rquartet
10	treestats	7.86781311035156e-6	rquartet
10	R equivalent	2.88963317871094e-4	rquartet
10	treestats	6.91413879394531e-6	rquartet
10	R equivalent	2.84910202026367e-4	rquartet
10	treestats	8.10623168945312e-6	rquartet
10	R equivalent	2.899169921875e-4	rquartet
10	treestats	8.10623168945312e-6	rquartet
10	R equivalent	0.00443410873413086	wiener
10	treestats	9.98973846435547e-5	wiener
10	R equivalent	1.11103057861328e-4	wiener
10	treestats	3.69548797607422e-5	wiener
10	R equivalent	1.02996826171875e-4	wiener
10	treestats	3.40938568115234e-5	wiener
10	R equivalent	9.98973846435547e-5	wiener
10	treestats	3.50475311279297e-5	wiener
10	R equivalent	9.70363616943359e-5	wiener
10	treestats	3.50475311279297e-5	wiener
10	R equivalent	1.00135803222656e-4	wiener
10	treestats	3.50475311279297e-5	wiener
10	R equivalent	9.60826873779297e-5	wiener
10	treestats	3.40938568115234e-5	wiener
10	R equivalent	9.48905944824219e-5	wiener
10	treestats	3.29017639160156e-5	wiener
10	R equivalent	9.51290130615234e-5	wiener
10	treestats	3.50475311279297e-5	wiener
10	R equivalent	9.60826873779297e-5	wiener
10	treestats	3.40938568115234e-5	wiener
10	R equivalent	1.69038772583008e-4	max_betweenness
10	treestats	7.10487365722656e-5	max_betweenness
10	R equivalent	9.48905944824219e-5	max_betweenness
10	treestats	3.38554382324219e-5	max_betweenness
10	R equivalent	9.10758972167969e-5	max_betweenness
10	treestats	3.29017639160156e-5	max_betweenness
10	R equivalent	8.98838043212891e-5	max_betweenness
10	treestats	3.19480895996094e-5	max_betweenness
10	R equivalent	8.89301300048828e-5	max_betweenness
10	treestats	3.29017639160156e-5	max_betweenness
10	R equivalent	9.20295715332031e-5	max_betweenness
10	treestats	3.29017639160156e-5	max_betweenness
10	R equivalent	8.89301300048828e-5	max_betweenness
10	treestats	3.29017639160156e-5	max_betweenness
10	R equivalent	8.98838043212891e-5	max_betweenness
10	treestats	3.31401824951172e-5	max_betweenness
10	R equivalent	9.01222229003906e-5	max_betweenness
10	treestats	3.40938568115234e-5	max_betweenness
10	R equivalent	8.98838043212891e-5	max_betweenness
10	treestats	3.29017639160156e-5	max_betweenness
10	R equivalent	3.14950942993164e-4	max_closeness
10	treestats	7.29560852050781e-5	max_closeness
10	R equivalent	1.31845474243164e-4	max_closeness
10	treestats	3.48091125488281e-5	max_closeness
10	R equivalent	1.28030776977539e-4	max_closeness
10	treestats	3.29017639160156e-5	max_closeness
10	R equivalent	1.29938125610352e-4	max_closeness
10	treestats	3.38554382324219e-5	max_closeness
10	R equivalent	1.29938125610352e-4	max_closeness
10	treestats	3.40938568115234e-5	max_closeness
10	R equivalent	1.30176544189453e-4	max_closeness
10	treestats	3.50475311279297e-5	max_closeness
10	R equivalent	1.28984451293945e-4	max_closeness
10	treestats	3.40938568115234e-5	max_closeness
10	R equivalent	1.26838684082031e-4	max_closeness
10	treestats	3.50475311279297e-5	max_closeness
10	R equivalent	1.28984451293945e-4	max_closeness
10	treestats	3.40938568115234e-5	max_closeness
10	R equivalent	1.32083892822266e-4	max_closeness
10	treestats	3.79085540771484e-5	max_closeness
10	R equivalent	2.6702880859375e-4	diameter
10	treestats	7.20024108886719e-5	diameter
10	R equivalent	9.79900360107422e-5	diameter
10	treestats	3.38554382324219e-5	diameter
10	R equivalent	9.70363616943359e-5	diameter
10	treestats	3.19480895996094e-5	diameter
10	R equivalent	9.20295715332031e-5	diameter
10	treestats	3.19480895996094e-5	diameter
10	R equivalent	8.98838043212891e-5	diameter
10	treestats	3.29017639160156e-5	diameter
10	R equivalent	8.98838043212891e-5	diameter
10	treestats	3.19480895996094e-5	diameter
10	R equivalent	8.89301300048828e-5	diameter
10	treestats	3.31401824951172e-5	diameter
10	R equivalent	7.25030899047852e-4	diameter
10	treestats	5.60283660888672e-5	diameter
10	R equivalent	9.89437103271484e-5	diameter
10	treestats	3.38554382324219e-5	diameter
10	R equivalent	9.20295715332031e-5	diameter
10	treestats	3.19480895996094e-5	diameter
10	R equivalent	0.00918984413146973	eigen_centrality
10	treestats	4.49895858764648e-4	eigen_centrality
10	R equivalent	0.00152182579040527	eigen_centrality
10	treestats	3.47137451171875e-4	eigen_centrality
10	R equivalent	0.00143003463745117	eigen_centrality
10	treestats	4.43935394287109e-4	eigen_centrality
10	R equivalent	0.0015110969543457	eigen_centrality
10	treestats	3.43084335327148e-4	eigen_centrality
10	R equivalent	0.00119686126708984	eigen_centrality
10	treestats	3.14950942993164e-4	eigen_centrality
10	R equivalent	0.00108909606933594	eigen_centrality
10	treestats	3.06129455566406e-4	eigen_centrality
10	R equivalent	0.00110387802124023	eigen_centrality
10	treestats	3.09944152832031e-4	eigen_centrality
10	R equivalent	0.00106382369995117	eigen_centrality
10	treestats	3.03983688354492e-4	eigen_centrality
10	R equivalent	0.00107002258300781	eigen_centrality
10	treestats	3.34978103637695e-4	eigen_centrality
10	R equivalent	0.00115013122558594	eigen_centrality
10	treestats	3.10897827148438e-4	eigen_centrality
10	R equivalent	1.28746032714844e-5	mean_branch_length
10	treestats	1.00851058959961e-4	mean_branch_length
10	R equivalent	0.00116109848022461	mean_branch_length
10	treestats	6.91413879394531e-6	mean_branch_length
10	R equivalent	5.00679016113281e-6	mean_branch_length
10	treestats	4.05311584472656e-6	mean_branch_length
10	R equivalent	3.814697265625e-6	mean_branch_length
10	treestats	3.09944152832031e-6	mean_branch_length
10	R equivalent	4.05311584472656e-6	mean_branch_length
10	treestats	3.09944152832031e-6	mean_branch_length
10	R equivalent	4.05311584472656e-6	mean_branch_length
10	treestats	2.86102294921875e-6	mean_branch_length
10	R equivalent	4.05311584472656e-6	mean_branch_length
10	treestats	3.09944152832031e-6	mean_branch_length
10	R equivalent	2.86102294921875e-6	mean_branch_length
10	treestats	2.86102294921875e-6	mean_branch_length
10	R equivalent	4.05311584472656e-6	mean_branch_length
10	treestats	4.05311584472656e-6	mean_branch_length
10	R equivalent	2.86102294921875e-6	mean_branch_length
10	treestats	3.09944152832031e-6	mean_branch_length
10	R equivalent	1.19209289550781e-4	avg_vert_depth
10	treestats	1.88350677490234e-5	avg_vert_depth
10	R equivalent	9.39369201660156e-5	avg_vert_depth
10	treestats	7.86781311035156e-6	avg_vert_depth
10	R equivalent	8.89301300048828e-5	avg_vert_depth
10	treestats	6.91413879394531e-6	avg_vert_depth
10	R equivalent	7.79628753662109e-5	avg_vert_depth
10	treestats	5.96046447753906e-6	avg_vert_depth
10	R equivalent	8.89301300048828e-5	avg_vert_depth
10	treestats	5.96046447753906e-6	avg_vert_depth
10	R equivalent	1.23023986816406e-4	avg_vert_depth
10	treestats	6.91413879394531e-6	avg_vert_depth
10	R equivalent	8.08238983154297e-5	avg_vert_depth
10	treestats	7.15255737304688e-6	avg_vert_depth
10	R equivalent	7.51018524169922e-5	avg_vert_depth
10	treestats	5.96046447753906e-6	avg_vert_depth
10	R equivalent	7.70092010498047e-5	avg_vert_depth
10	treestats	6.19888305664062e-6	avg_vert_depth
10	R equivalent	1.18017196655273e-4	avg_vert_depth
10	treestats	6.19888305664062e-6	avg_vert_depth
10	R equivalent	9.58442687988281e-5	tot_path_length
10	treestats	2.00986862182617e-4	tot_path_length
10	R equivalent	8.58306884765625e-5	tot_path_length
10	treestats	6.91413879394531e-5	tot_path_length
10	R equivalent	8.51154327392578e-5	tot_path_length
10	treestats	6.58035278320312e-5	tot_path_length
10	R equivalent	7.10487365722656e-5	tot_path_length
10	treestats	6.91413879394531e-5	tot_path_length
10	R equivalent	8.10623168945312e-5	tot_path_length
10	treestats	6.89029693603516e-5	tot_path_length
10	R equivalent	7.51018524169922e-5	tot_path_length
10	treestats	7.00950622558594e-5	tot_path_length
10	R equivalent	7.89165496826172e-5	tot_path_length
10	treestats	7.89165496826172e-5	tot_path_length
10	R equivalent	7.70092010498047e-5	tot_path_length
10	treestats	6.69956207275391e-5	tot_path_length
10	R equivalent	7.89165496826172e-5	tot_path_length
10	treestats	7.58171081542969e-5	tot_path_length
10	R equivalent	8.79764556884766e-5	tot_path_length
10	treestats	6.69956207275391e-5	tot_path_length
10	R equivalent	8.48770141601562e-5	tot_internal_path
10	treestats	8.10623168945312e-6	tot_internal_path
10	R equivalent	8.17775726318359e-5	tot_internal_path
10	treestats	7.15255737304688e-6	tot_internal_path
10	R equivalent	1.24931335449219e-4	tot_internal_path
10	treestats	1.50203704833984e-5	tot_internal_path
10	R equivalent	9.98973846435547e-5	tot_internal_path
10	treestats	8.82148742675781e-6	tot_internal_path
10	R equivalent	9.01222229003906e-5	tot_internal_path
10	treestats	7.86781311035156e-6	tot_internal_path
10	R equivalent	8.10623168945312e-5	tot_internal_path
10	treestats	6.91413879394531e-6	tot_internal_path
10	R equivalent	8.51154327392578e-5	tot_internal_path
10	treestats	7.15255737304688e-6	tot_internal_path
10	R equivalent	8.32080841064453e-5	tot_internal_path
10	treestats	7.86781311035156e-6	tot_internal_path
10	R equivalent	8.91685485839844e-5	tot_internal_path
10	treestats	7.15255737304688e-6	tot_internal_path
10	R equivalent	9.918212890625e-5	tot_internal_path
10	treestats	7.15255737304688e-6	tot_internal_path
10	R equivalent	2.26974487304688e-4	mw_over_md
10	treestats	1.29938125610352e-4	mw_over_md
10	R equivalent	2.16007232666016e-4	mw_over_md
10	treestats	9.05990600585938e-6	mw_over_md
10	R equivalent	2.20060348510742e-4	mw_over_md
10	treestats	7.86781311035156e-6	mw_over_md
10	R equivalent	1.66177749633789e-4	mw_over_md
10	treestats	7.15255737304688e-6	mw_over_md
10	R equivalent	1.74999237060547e-4	mw_over_md
10	treestats	5.96046447753906e-6	mw_over_md
10	R equivalent	1.64031982421875e-4	mw_over_md
10	treestats	7.15255737304688e-6	mw_over_md
10	R equivalent	1.7094612121582e-4	mw_over_md
10	treestats	6.19888305664062e-6	mw_over_md
10	R equivalent	1.77145004272461e-4	mw_over_md
10	treestats	6.19888305664062e-6	mw_over_md
10	R equivalent	1.76191329956055e-4	mw_over_md
10	treestats	6.19888305664062e-6	mw_over_md
10	R equivalent	1.95980072021484e-4	mw_over_md
10	treestats	5.96046447753906e-6	mw_over_md
10	R equivalent	2.0599365234375e-4	colless_quad
10	treestats	1.43051147460938e-4	colless_quad
10	R equivalent	0.00111103057861328	colless_quad
10	treestats	4.88758087158203e-5	colless_quad
10	R equivalent	1.90973281860352e-4	colless_quad
10	treestats	3.88622283935547e-5	colless_quad
10	R equivalent	1.75952911376953e-4	colless_quad
10	treestats	3.79085540771484e-5	colless_quad
10	R equivalent	1.96933746337891e-4	colless_quad
10	treestats	3.60012054443359e-5	colless_quad
10	R equivalent	1.69038772583008e-4	colless_quad
10	treestats	3.71932983398438e-5	colless_quad
10	R equivalent	1.62124633789062e-4	colless_quad
10	treestats	3.48091125488281e-5	colless_quad
10	R equivalent	1.59978866577148e-4	colless_quad
10	treestats	3.69548797607422e-5	colless_quad
10	R equivalent	1.66893005371094e-4	colless_quad
10	treestats	3.50475311279297e-5	colless_quad
10	R equivalent	1.73091888427734e-4	colless_quad
10	treestats	3.50475311279297e-5	colless_quad
10	R equivalent	1.90973281860352e-4	colless_corr
10	treestats	1.33991241455078e-4	colless_corr
10	R equivalent	0.00102591514587402	colless_corr
10	treestats	4.1961669921875e-5	colless_corr
10	R equivalent	1.7094612121582e-4	colless_corr
10	treestats	3.69548797607422e-5	colless_corr
10	R equivalent	1.59025192260742e-4	colless_corr
10	treestats	3.60012054443359e-5	colless_corr
10	R equivalent	1.8310546875e-4	colless_corr
10	treestats	3.50475311279297e-5	colless_corr
10	R equivalent	1.65939331054688e-4	colless_corr
10	treestats	3.69548797607422e-5	colless_corr
10	R equivalent	1.72853469848633e-4	colless_corr
10	treestats	3.69548797607422e-5	colless_corr
10	R equivalent	2.41994857788086e-4	colless_corr
10	treestats	5.79357147216797e-5	colless_corr
10	R equivalent	2.72035598754883e-4	colless_corr
10	treestats	6.50882720947266e-5	colless_corr
10	R equivalent	1.95980072021484e-4	colless_corr
10	treestats	4.72068786621094e-5	colless_corr
10	R equivalent	0.00275087356567383	minmax_adj
10	treestats	1.62124633789062e-4	minmax_adj
10	R equivalent	0.00424098968505859	minmax_adj
10	treestats	9.79900360107422e-5	minmax_adj
10	R equivalent	8.56161117553711e-4	minmax_adj
10	treestats	7.29560852050781e-5	minmax_adj
10	R equivalent	7.93933868408203e-4	minmax_adj
10	treestats	7.98702239990234e-5	minmax_adj
10	R equivalent	7.42912292480469e-4	minmax_adj
10	treestats	7.79628753662109e-5	minmax_adj
10	R equivalent	7.87973403930664e-4	minmax_adj
10	treestats	7.20024108886719e-5	minmax_adj
10	R equivalent	7.4315071105957e-4	minmax_adj
10	treestats	6.89029693603516e-5	minmax_adj
10	R equivalent	7.41004943847656e-4	minmax_adj
10	treestats	7.20024108886719e-5	minmax_adj
10	R equivalent	0.00115013122558594	minmax_adj
10	treestats	9.39369201660156e-5	minmax_adj
10	R equivalent	8.93831253051758e-4	minmax_adj
10	treestats	7.48634338378906e-5	minmax_adj
10	R equivalent	6.10828399658203e-4	minmax_laplace
10	treestats	8.79764556884766e-5	minmax_laplace
10	R equivalent	0.00371003150939941	minmax_laplace
10	treestats	8.70227813720703e-5	minmax_laplace
10	R equivalent	5.5694580078125e-4	minmax_laplace
10	treestats	7.51018524169922e-5	minmax_laplace
10	R equivalent	5.63144683837891e-4	minmax_laplace
10	treestats	7.39097595214844e-5	minmax_laplace
10	R equivalent	5.33819198608398e-4	minmax_laplace
10	treestats	7.29560852050781e-5	minmax_laplace
10	R equivalent	5.36918640136719e-4	minmax_laplace
10	treestats	7.41481781005859e-5	minmax_laplace
10	R equivalent	5.33103942871094e-4	minmax_laplace
10	treestats	7.70092010498047e-5	minmax_laplace
10	R equivalent	5.51939010620117e-4	minmax_laplace
10	treestats	7.20024108886719e-5	minmax_laplace
10	R equivalent	5.33103942871094e-4	minmax_laplace
10	treestats	7.20024108886719e-5	minmax_laplace
10	R equivalent	5.31911849975586e-4	minmax_laplace
10	treestats	7.39097595214844e-5	minmax_laplace
16	R equivalent	2.98023223876953e-5	gamma
16	treestats	5.81741333007812e-5	gamma
16	R equivalent	1.19209289550781e-5	gamma
16	treestats	3.00407409667969e-5	gamma
16	R equivalent	1.09672546386719e-5	gamma
16	treestats	2.69412994384766e-5	gamma
16	R equivalent	1.09672546386719e-5	gamma
16	treestats	2.59876251220703e-5	gamma
16	R equivalent	1.09672546386719e-5	gamma
16	treestats	2.59876251220703e-5	gamma
16	R equivalent	1.00135803222656e-5	gamma
16	treestats	2.59876251220703e-5	gamma
16	R equivalent	9.77516174316406e-6	gamma
16	treestats	2.50339508056641e-5	gamma
16	R equivalent	1.00135803222656e-5	gamma
16	treestats	2.59876251220703e-5	gamma
16	R equivalent	1.00135803222656e-5	gamma
16	treestats	2.59876251220703e-5	gamma
16	R equivalent	1.00135803222656e-5	gamma
16	treestats	2.50339508056641e-5	gamma
16	R equivalent	1.47104263305664e-4	sackin
16	treestats	5.88893890380859e-5	sackin
16	R equivalent	1.27077102661133e-4	sackin
16	treestats	4.79221343994141e-5	sackin
16	R equivalent	1.24931335449219e-4	sackin
16	treestats	4.69684600830078e-5	sackin
16	R equivalent	1.220703125e-4	sackin
16	treestats	4.57763671875e-5	sackin
16	R equivalent	1.220703125e-4	sackin
16	treestats	4.81605529785156e-5	sackin
16	R equivalent	1.21116638183594e-4	sackin
16	treestats	4.50611114501953e-5	sackin
16	R equivalent	1.20878219604492e-4	sackin
